::1 - - [23/May/2022:16:38:42 +0000] "GET /api/get-user-games/100 HTTP/1.1" 404 68 "{\"message\":\"User Game dengan ID 100 Tidak di temukan\",\"result\":null}"
::1 - - [23/May/2022:16:46:00 +0000] "POST /api/login HTTP/1.1" 200 400 "{\"id_user\":1,\"username\":\"imam\",\"email\":\"imam@mail.com\",\"password\":\"$2b$10$rHJRSeA8WdOUgvGYyo4Y1ONXurs2HbfmrTlYA4EVaLDvEAMKVndU.\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6ImltYW0iLCJpYXQiOjE2NTMzMjQzNjAsImV4cCI6MTY1MzMyNTI2MH0.svj0RIS8MWIiutvyqQUdR04qf7rdJIRvf_3IBFRXCM8\",\"createdAt\":\"2022-05-23T13:06:27.210Z\",\"updatedAt\":\"2022-05-23T13:06:27.210Z\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:02 +0000] "GET /api/get-user-games/100 HTTP/1.1" 404 68 "{\"message\":\"User Game dengan ID 100 Tidak di temukan\",\"result\":null}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:02 +0000] "GET /api/get-user-games/2 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:02 +0000] "POST /api/create-user-games HTTP/1.1" 200 444 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":4,\"username\":\"maulana\",\"email\":\"maulana@mail.com\",\"password\":\"$2b$10$pw7MuUiU4pAh1mIdTgo6KumTgGdQ/nd/6R0k4hnRmiWrfzAYtMqOm\",\"avatar\":null,\"id_role\":2,\"updatedAt\":\"2022-06-03T08:32:02.682Z\",\"createdAt\":\"2022-06-03T08:32:02.682Z\",\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjo0LCJpYXQiOjE2NTQyNDUxMjIsImV4cCI6MTY1NDI0NjAyMn0.IhTMYy11y6y_8Lf0TD8ja94bNs7S5n4Y9M9aAPkaGgk\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:02 +0000] "POST /api/create-user-games HTTP/1.1" 500 131 "{\"message\":\"Gagal Create User Game\",\"err\":\"Validation error: Username Telah digunakan!,\\nValidation error: Email Telah digunakan!\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:02 +0000] "POST /api/create-user-games HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:02 +0000] "- /api/update-user-games/2 HTTP/1.1" 200 56 "{\"message\":\"Berhasil Mengupdate User Game\",\"result\":[1]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:02 +0000] "PUT /api/update-user-games/2 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:02 +0000] "DELETE /api/delete-user-games/2 HTTP/1.1" 200 53 "{\"message\":\"Berhasil Menghapus User Game\",\"result\":1}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:07 +0000] "DELETE /api/delete-user-games/2 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "POST /api/register HTTP/1.1" 200 440 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$Mugq5749siZ1xT9pOLdxF.Z6dt.PcVuF8CbBoK0WOcOuPwWvDL0h6\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:32:10.118Z\",\"createdAt\":\"2022-06-03T08:32:10.118Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJpYXQiOjE2NTQyNDUxMzAsImV4cCI6MTY1NDI0NjAzMH0.MKX13pDKtaIn_byhNAkksVVsNNl-tlcySWHA83G12sg\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "POST /api/register HTTP/1.1" 200 438 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":2,\"username\":\"user\",\"email\":\"user@mail.com\",\"password\":\"$2b$10$zutmmQmRqPMlb6f4/3.sZ.hlENUMYLps8klG3snCxcaWDthCa6.Ny\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:32:10.282Z\",\"createdAt\":\"2022-06-03T08:32:10.282Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoyLCJpYXQiOjE2NTQyNDUxMzAsImV4cCI6MTY1NDI0NjAzMH0.l9t4yRL_S64XlnxuDu_5I9kcXp9wM9HX9MuriHtPSY4\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "POST /api/login HTTP/1.1" 200 431 "{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$Mugq5749siZ1xT9pOLdxF.Z6dt.PcVuF8CbBoK0WOcOuPwWvDL0h6\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6ImFkbWluIiwiaWRfcm9sZSI6MSwiaWF0IjoxNjU0MjQ1MTMwLCJleHAiOjE2NTQyNDYwMzB9.VFBxpfrUpYG0pmKYW47C-OZAvODwZIfcb-adRCDArVc\",\"id_role\":1,\"createdAt\":\"2022-06-03T08:32:10.118Z\",\"updatedAt\":\"2022-06-03T08:32:10.118Z\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "GET /api/get-user-game-biodatas HTTP/1.1" 200 367 "{\"message\":\"Berhasil Get All User Game Biodata\",\"result\":[{\"id_biodata_user\":1,\"nama\":\"Maulana Imam Malik\",\"tanggal_lahir\":\"2001-05-10\",\"tempat_lahir\":\"Serang, Banten\",\"alamat\":\"Jalan Raya Serang\",\"no_hp\":\"085158304839\",\"id_user\":\"1\",\"createdAt\":\"2022-06-03T08:32:10.401Z\",\"updatedAt\":\"2022-06-03T08:32:10.401Z\",\"user_game_biodata\":{\"id_user\":1,\"username\":\"admin\"}}]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "GET /api/get-user-game-biodatas HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "GET /api/get-user-game-biodata/1 HTTP/1.1" 200 367 "{\"message\":\"Berhasil Get User Game Biodata By Id\",\"result\":{\"id_biodata_user\":1,\"nama\":\"Maulana Imam Malik\",\"tanggal_lahir\":\"2001-05-10\",\"tempat_lahir\":\"Serang, Banten\",\"alamat\":\"Jalan Raya Serang\",\"no_hp\":\"085158304839\",\"id_user\":\"1\",\"createdAt\":\"2022-06-03T08:32:10.401Z\",\"updatedAt\":\"2022-06-03T08:32:10.401Z\",\"user_game_biodata\":{\"id_user\":1,\"username\":\"admin\"}}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "GET /api/get-user-game-biodata/100 HTTP/1.1" 404 76 "{\"message\":\"User Game Biodata dengan ID 100 Tidak di temukan\",\"result\":null}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "GET /api/get-user-game-biodata/1 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "POST /api/create-user-game-biodata HTTP/1.1" 200 312 "{\"message\":\"Berhasil Membuat User Game Biodata\",\"result\":{\"id_biodata_user\":2,\"nama\":\"Putra Arifin\",\"tanggal_lahir\":\"2000-06-11\",\"tempat_lahir\":\"Bandung, Jawa Barat\",\"alamat\":\"Jalan Raya Bandung\",\"no_hp\":\"085144951042\",\"id_user\":\"2\",\"updatedAt\":\"2022-06-03T08:32:10.520Z\",\"createdAt\":\"2022-06-03T08:32:10.520Z\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "POST /api/create-user-game-biodata HTTP/1.1" 500 97 "{\"message\":\"Gagal Membuat User Game Biodata\",\"err\":\"Validation error: Username Telah digunakan!\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "POST /api/create-user-game-biodata HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "- /api/update-user-game-biodata/2 HTTP/1.1" 200 64 "{\"message\":\"Berhasil Mengupdate User Game Biodata\",\"result\":[1]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "PUT /api/update-user-game-biodata/2 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "DELETE /api/delete-user-game-biodata/2 HTTP/1.1" 200 61 "{\"message\":\"Berhasil Menghapus User Game Biodata\",\"result\":1}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "DELETE /api/delete-user-game-biodata/100 HTTP/1.1" 404 73 "{\"message\":\"User Game Biodata dengan ID 100 Tidak di temukan\",\"result\":0}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:10 +0000] "DELETE /api/delete-user-game-biodata/2 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:12 +0000] "POST /api/register HTTP/1.1" 200 440 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$ryYUY9.VyIaQ.jcT/cO9i.q0KeU4uORxvQnN8IziAK.Je4ItHK3/m\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:32:12.721Z\",\"createdAt\":\"2022-06-03T08:32:12.721Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJpYXQiOjE2NTQyNDUxMzIsImV4cCI6MTY1NDI0NjAzMn0.506t_JcNTwmIhOzvGVSGZ8k3sBK2Bdb4SQjsbVAaF-w\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:12 +0000] "POST /api/register HTTP/1.1" 200 438 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":2,\"username\":\"user\",\"email\":\"user@mail.com\",\"password\":\"$2b$10$jjF95LrCMG87QENvB8j.B.VRHkU4bC19RvNh65cubfbhpHVzgPT5y\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:32:12.846Z\",\"createdAt\":\"2022-06-03T08:32:12.846Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoyLCJpYXQiOjE2NTQyNDUxMzIsImV4cCI6MTY1NDI0NjAzMn0.nRKxA9mGS73R_k1WYjZSWuhShMmiCLPTQS7zUtTy1fQ\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:13 +0000] "POST /api/login HTTP/1.1" 200 431 "{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$ryYUY9.VyIaQ.jcT/cO9i.q0KeU4uORxvQnN8IziAK.Je4ItHK3/m\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6ImFkbWluIiwiaWRfcm9sZSI6MSwiaWF0IjoxNjU0MjQ1MTMzLCJleHAiOjE2NTQyNDYwMzN9.cb6Od1Uu8Whnk7qHsQS2Le6QUoxiMreqDqVI2Wrjw-Y\",\"id_role\":1,\"createdAt\":\"2022-06-03T08:32:12.721Z\",\"updatedAt\":\"2022-06-03T08:32:12.721Z\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:13 +0000] "GET /api/get-user-game-histories HTTP/1.1" 200 269 "{\"message\":\"Berhasil Get All User Game History\",\"result\":[{\"id_history_user\":1,\"skor\":\"90\",\"tanggal_bermain\":\"2022-05-10\",\"id_user\":\"1\",\"createdAt\":\"2022-06-03T08:32:13.053Z\",\"updatedAt\":\"2022-06-03T08:32:13.053Z\",\"user_game_history\":{\"id_user\":1,\"username\":\"admin\"}}]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:13 +0000] "GET /api/get-user-game-histories HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:13 +0000] "GET /api/get-user-game-history/1 HTTP/1.1" 200 227 "{\"message\":\"Berhasil Get All User Game History By id_user\",\"result\":[{\"id_history_user\":1,\"id_user\":\"1\",\"skor\":\"90\",\"tanggal_bermain\":\"2022-05-10\",\"createdAt\":\"2022-06-03T08:32:13.053Z\",\"updatedAt\":\"2022-06-03T08:32:13.053Z\"}]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:13 +0000] "GET /api/get-user-game-history/100 HTTP/1.1" 404 74 "{\"message\":\"User Game History dengan ID 100 Tidak di temukan\",\"result\":[]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:13 +0000] "GET /api/get-user-game-history/2 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:13 +0000] "POST /api/create-user-game-history HTTP/1.1" 200 236 "{\"message\":\"Berhasil Membuat User Game History\",\"result\":{\"id_history_user\":2,\"id_user\":\"1\",\"skor\":\"92\",\"tanggal_bermain\":\"2022-05-11\",\"gameplay_video\":null,\"updatedAt\":\"2022-06-03T08:32:13.173Z\",\"createdAt\":\"2022-06-03T08:32:13.173Z\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:13 +0000] "POST /api/create-user-game-history HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:13 +0000] "DELETE /api/delete-user-game-history-id/1 HTTP/1.1" 200 61 "{\"message\":\"Berhasil Menghapus User Game History\",\"result\":1}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:13 +0000] "DELETE /api/delete-user-game-history-id/1 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:13 +0000] "DELETE /api/delete-user-game-history-usergameid/1 HTTP/1.1" 200 61 "{\"message\":\"Berhasil Menghapus User Game History\",\"result\":1}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:13 +0000] "DELETE /api/delete-user-game-history-usergameid/100 HTTP/1.1" 404 78 "{\"message\":\"User Game History dengan ID User 100 Tidak di temukan\",\"result\":0}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:13 +0000] "DELETE /api/delete-user-game-history-usergameid/1 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:15 +0000] "POST /api/register HTTP/1.1" 200 444 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":1,\"username\":\"maulana\",\"email\":\"maulana@mail.com\",\"password\":\"$2b$10$sH8bW4yHjlFXOAULQZKHHuOXvZrlFqzlkvvZTFj6ZPbquM6oq9urO\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:32:15.484Z\",\"createdAt\":\"2022-06-03T08:32:15.484Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJpYXQiOjE2NTQyNDUxMzUsImV4cCI6MTY1NDI0NjAzNX0.HDTpEAUbJ8VemL0Ex04xE3Xf7ky4CAh_r4i11yfcYz4\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:15 +0000] "POST /api/register HTTP/1.1" 500 131 "{\"message\":\"Gagal Create User Game\",\"err\":\"Validation error: Username Telah digunakan!,\\nValidation error: Email Telah digunakan!\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:15 +0000] "POST /api/login HTTP/1.1" 200 438 "{\"id_user\":1,\"username\":\"maulana\",\"email\":\"maulana@mail.com\",\"password\":\"$2b$10$sH8bW4yHjlFXOAULQZKHHuOXvZrlFqzlkvvZTFj6ZPbquM6oq9urO\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6Im1hdWxhbmEiLCJpZF9yb2xlIjoxLCJpYXQiOjE2NTQyNDUxMzUsImV4cCI6MTY1NDI0NjAzNX0.eO-sh_93Df1p2b-iF170YPQ95AYr6ctgkPuHpqZextU\",\"id_role\":1,\"createdAt\":\"2022-06-03T08:32:15.484Z\",\"updatedAt\":\"2022-06-03T08:32:15.484Z\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:15 +0000] "POST /api/login HTTP/1.1" 400 21 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:32:15 +0000] "POST /api/login HTTP/1.1" 400 29 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:33:57 +0000] "POST /api/register HTTP/1.1" 200 440 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$HSQYP.IsaoxfBpQ8VyeaCuhLGNpdDatwUR/ELH/0LQAGZg.20Wufy\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:33:57.424Z\",\"createdAt\":\"2022-06-03T08:33:57.424Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJpYXQiOjE2NTQyNDUyMzcsImV4cCI6MTY1NDI0NjEzN30.9_zxbY3Fm5Q4koDb9zSwk3ZvHkLQ4YC3ZzTRGzApYrs\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:33:57 +0000] "POST /api/register HTTP/1.1" 200 438 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":2,\"username\":\"user\",\"email\":\"user@mail.com\",\"password\":\"$2b$10$YlYhjpLDuxPzdINCRv1yXOMbvejGSjez8eg1Pv6eO3SgOS8D325wu\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:33:57.559Z\",\"createdAt\":\"2022-06-03T08:33:57.559Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoyLCJpYXQiOjE2NTQyNDUyMzcsImV4cCI6MTY1NDI0NjEzN30.-W3frYAzwsYuBCDfSiDnxLoyJY5n3fksNrPqDmu01ik\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:33:57 +0000] "POST /api/login HTTP/1.1" 200 431 "{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$HSQYP.IsaoxfBpQ8VyeaCuhLGNpdDatwUR/ELH/0LQAGZg.20Wufy\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6ImFkbWluIiwiaWRfcm9sZSI6MSwiaWF0IjoxNjU0MjQ1MjM3LCJleHAiOjE2NTQyNDYxMzd9.-kLq1zE-gAFK-dyuvCvkdCb02MD0nzLJJFQYZJzcwWA\",\"id_role\":1,\"createdAt\":\"2022-06-03T08:33:57.424Z\",\"updatedAt\":\"2022-06-03T08:33:57.424Z\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:33:57 +0000] "GET /api/get-users-games HTTP/1.1" 200 741 "{\"message\":\"Berhasil Get All User Game\",\"result\":[{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$HSQYP.IsaoxfBpQ8VyeaCuhLGNpdDatwUR/ELH/0LQAGZg.20Wufy\",\"avatar\":null,\"token\":null,\"id_role\":1,\"createdAt\":\"2022-06-03T08:33:57.424Z\",\"updatedAt\":\"2022-06-03T08:33:57.424Z\"},{\"id_user\":2,\"username\":\"user\",\"email\":\"user@mail.com\",\"password\":\"$2b$10$YlYhjpLDuxPzdINCRv1yXOMbvejGSjez8eg1Pv6eO3SgOS8D325wu\",\"avatar\":null,\"token\":null,\"id_role\":1,\"createdAt\":\"2022-06-03T08:33:57.559Z\",\"updatedAt\":\"2022-06-03T08:33:57.559Z\"},{\"id_user\":3,\"username\":\"malik\",\"email\":\"malik@mail.com\",\"password\":\"malik\",\"avatar\":null,\"token\":null,\"id_role\":1,\"createdAt\":\"2022-06-03T08:33:57.765Z\",\"updatedAt\":\"2022-06-03T08:33:57.765Z\"}]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:33:57 +0000] "GET /api/get-users-games HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:33:57 +0000] "GET /api/get-user-games/2 HTTP/1.1" 200 298 "{\"message\":\"Berhasil Get User Game By Id\",\"result\":{\"id_user\":2,\"username\":\"user\",\"email\":\"user@mail.com\",\"password\":\"$2b$10$YlYhjpLDuxPzdINCRv1yXOMbvejGSjez8eg1Pv6eO3SgOS8D325wu\",\"avatar\":null,\"token\":null,\"id_role\":1,\"createdAt\":\"2022-06-03T08:33:57.559Z\",\"updatedAt\":\"2022-06-03T08:33:57.559Z\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:33:57 +0000] "GET /api/get-user-games/100 HTTP/1.1" 404 68 "{\"message\":\"User Game dengan ID 100 Tidak di temukan\",\"result\":null}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:33:57 +0000] "GET /api/get-user-games/2 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:33:57 +0000] "POST /api/create-user-games HTTP/1.1" 200 444 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":4,\"username\":\"maulana\",\"email\":\"maulana@mail.com\",\"password\":\"$2b$10$BSe3YnOFFCeDou/3htlpkuVALaT1vNKTSz3UFG1WbyPc3i983cfjm\",\"avatar\":null,\"id_role\":2,\"updatedAt\":\"2022-06-03T08:33:57.963Z\",\"createdAt\":\"2022-06-03T08:33:57.963Z\",\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjo0LCJpYXQiOjE2NTQyNDUyMzcsImV4cCI6MTY1NDI0NjEzN30.Vd4b3km12Khv-QgF71e16zSr3VHEARMrodsJ-J9W6cg\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:33:58 +0000] "POST /api/create-user-games HTTP/1.1" 500 131 "{\"message\":\"Gagal Create User Game\",\"err\":\"Validation error: Username Telah digunakan!,\\nValidation error: Email Telah digunakan!\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:33:58 +0000] "POST /api/create-user-games HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:33:58 +0000] "- /api/update-user-games/3 HTTP/1.1" 200 56 "{\"message\":\"Berhasil Mengupdate User Game\",\"result\":[1]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:33:58 +0000] "PUT /api/update-user-games/3 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:33:58 +0000] "DELETE /api/delete-user-games/3 HTTP/1.1" 200 53 "{\"message\":\"Berhasil Menghapus User Game\",\"result\":1}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:34:03 +0000] "DELETE /api/delete-user-games/3 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:34:05 +0000] "POST /api/register HTTP/1.1" 200 440 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$jun4hi.Hze1Nq01TfPbbou8tRgkXfGFQpR76BiAgO4rMCUtuwsEdO\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:34:05.303Z\",\"createdAt\":\"2022-06-03T08:34:05.303Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJpYXQiOjE2NTQyNDUyNDUsImV4cCI6MTY1NDI0NjE0NX0.Y7CGicjNHQeoFL9W_DCjxyPSD7gUT6ALx5tn4qtIK3g\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:34:05 +0000] "POST /api/register HTTP/1.1" 200 438 "{\"message\":\"Berhasil Membuat User Game\",\"result\":{\"id_user\":2,\"username\":\"user\",\"email\":\"user@mail.com\",\"password\":\"$2b$10$cgB22iphfrtluRS.avwT8eq/xo6m6jnuNt4DNI9cvLc74eodhJCPS\",\"id_role\":1,\"updatedAt\":\"2022-06-03T08:34:05.474Z\",\"createdAt\":\"2022-06-03T08:34:05.474Z\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoyLCJpYXQiOjE2NTQyNDUyNDUsImV4cCI6MTY1NDI0NjE0NX0.u0FDG8fzmPH9ziR4fGgcMkjqDzpZNuUhW0W-8BussFg\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:34:05 +0000] "POST /api/login HTTP/1.1" 200 431 "{\"id_user\":1,\"username\":\"admin\",\"email\":\"admin@mail.com\",\"password\":\"$2b$10$jun4hi.Hze1Nq01TfPbbou8tRgkXfGFQpR76BiAgO4rMCUtuwsEdO\",\"avatar\":null,\"token\":\"eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJpZF91c2VyIjoxLCJ1c2VybmFtZSI6ImFkbWluIiwiaWRfcm9sZSI6MSwiaWF0IjoxNjU0MjQ1MjQ1LCJleHAiOjE2NTQyNDYxNDV9.P_YukbVCOao_T5TlNlHBBRL2eoif19BfK-vAWjvnjl8\",\"id_role\":1,\"createdAt\":\"2022-06-03T08:34:05.303Z\",\"updatedAt\":\"2022-06-03T08:34:05.303Z\"}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:34:05 +0000] "GET /api/get-user-game-histories HTTP/1.1" 200 269 "{\"message\":\"Berhasil Get All User Game History\",\"result\":[{\"id_history_user\":1,\"skor\":\"90\",\"tanggal_bermain\":\"2022-05-10\",\"id_user\":\"1\",\"createdAt\":\"2022-06-03T08:34:05.586Z\",\"updatedAt\":\"2022-06-03T08:34:05.586Z\",\"user_game_history\":{\"id_user\":1,\"username\":\"admin\"}}]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:34:05 +0000] "GET /api/get-user-game-histories HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:34:05 +0000] "GET /api/get-user-game-history/1 HTTP/1.1" 200 227 "{\"message\":\"Berhasil Get All User Game History By id_user\",\"result\":[{\"id_history_user\":1,\"id_user\":\"1\",\"skor\":\"90\",\"tanggal_bermain\":\"2022-05-10\",\"createdAt\":\"2022-06-03T08:34:05.586Z\",\"updatedAt\":\"2022-06-03T08:34:05.586Z\"}]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:34:05 +0000] "GET /api/get-user-game-history/100 HTTP/1.1" 404 74 "{\"message\":\"User Game History dengan ID 100 Tidak di temukan\",\"result\":[]}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:34:05 +0000] "GET /api/get-user-game-history/2 HTTP/1.1" 403 38 -
::ffff:127.0.0.1 - - [03/Jun/2022:08:34:05 +0000] "POST /api/create-user-game-history HTTP/1.1" 200 236 "{\"message\":\"Berhasil Membuat User Game History\",\"result\":{\"id_history_user\":2,\"id_user\":\"1\",\"skor\":\"92\",\"tanggal_bermain\":\"2022-05-11\",\"gameplay_video\":null,\"updatedAt\":\"2022-06-03T08:34:05.708Z\",\"createdAt\":\"2022-06-03T08:34:05.708Z\"}}"
::ffff:127.0.0.1 - - [03/Jun/2022:08:34:05 +0000] "POST /api/create-user-game-history HTTP/1.1" 403 38 -
